City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,Santa Maria,-29.6842,-53.8069,287.76,88,0,1.03,BR,2021-07-24 00:42:47
298,Bengkulu,-3.8004,102.2655,298.64,79,100,1.85,ID,2021-07-24 00:34:50
299,Hobyo,5.3505,48.5268,298.06,81,18,12.43,SO,2021-07-24 00:44:22
300,Mogadishu,2.0371,45.3438,298.13,82,100,10.27,SO,2021-07-24 00:36:22
301,Zyryanka,65.75,150.85,293.94,42,100,1.43,RU,2021-07-24 00:44:23
302,Vao,-22.6667,167.4833,294.81,79,0,3.5,NC,2021-07-24 00:34:51
303,Ketchikan,55.3422,-131.6461,287.41,94,90,5.14,US,2021-07-24 00:44:23
304,Pitimbu,-7.4706,-34.8086,296.48,80,1,6.79,BR,2021-07-24 00:44:24
305,East London,-33.0153,27.9116,284.74,65,100,1.56,ZA,2021-07-24 00:31:42
306,Taltal,-25.4,-70.4833,287.03,80,100,1.98,CL,2021-07-24 00:40:20
307,Peleduy,59.6289,112.7406,295.69,59,5,1.41,RU,2021-07-24 00:44:24
308,Acapulco,16.8634,-99.8901,302.05,74,90,5.66,MX,2021-07-24 00:44:25
309,Waddan,29.1614,16.139,297.06,54,0,2.83,LY,2021-07-24 00:44:25
310,Richards Bay,-28.783,32.0377,286.84,57,100,6.72,ZA,2021-07-24 00:36:08
311,Zhuanghe,39.7008,122.9911,300.42,68,67,1.0,CN,2021-07-24 00:44:26
312,Kjollefjord,70.9457,27.3465,280.28,89,100,14.0,NO,2021-07-24 00:36:27
313,Krasnystaw,50.9846,23.1742,291.26,73,100,0.89,PL,2021-07-24 00:44:26
314,Asmar,35.0333,71.3581,300.2,51,0,1.52,AF,2021-07-24 00:44:26
315,San Jose,37.3394,-121.895,309.88,40,20,4.02,US,2021-07-24 00:35:29
316,Malindi,-3.2175,40.1191,297.53,78,8,9.18,KE,2021-07-24 00:44:27
317,Bud,39.447,-86.1758,302.14,88,34,2.27,US,2021-07-24 00:34:39
318,Yarada,17.65,83.2667,298.33,94,75,1.03,IN,2021-07-24 00:44:27
319,Isangel,-19.55,169.2667,301.21,78,75,2.57,VU,2021-07-24 00:34:54
320,Diffa,13.3154,12.6113,299.9,62,81,3.82,NE,2021-07-24 00:43:16
321,Vagur,61.4732,-6.8119,283.5,93,8,6.14,FO,2021-07-24 00:34:32
322,Mezen,65.8522,44.24,278.49,92,100,3.6,RU,2021-07-24 00:44:29
323,Suzaka,36.65,138.3167,303.14,65,21,0.39,JP,2021-07-24 00:44:30
324,Knysna,-34.0363,23.0471,279.36,77,0,2.98,ZA,2021-07-24 00:44:30
325,Rocha,-34.4833,-54.3333,288.06,87,13,2.27,UY,2021-07-24 00:34:41
326,Cimislia,46.52,28.7842,286.23,59,97,2.5,MD,2021-07-24 00:44:31
327,Porto Walter,-8.2686,-72.7439,295.28,58,6,0.41,BR,2021-07-24 00:44:32
328,Sembe,1.6481,14.5806,293.77,94,81,0.93,CG,2021-07-24 00:44:32
329,Jurado,7.1053,-77.7641,298.62,91,100,2.75,CO,2021-07-24 00:36:12
330,The Valley,18.217,-63.0578,300.35,82,0,9.68,AI,2021-07-24 00:36:53
331,Grindavik,63.8424,-22.4338,286.24,100,90,7.72,IS,2021-07-24 00:34:39
332,Khonsa,27.0167,95.5667,295.18,95,96,0.55,IN,2021-07-24 00:44:33
333,Kimbe,-5.5502,150.1429,305.19,58,96,0.63,PG,2021-07-24 00:44:33
334,Coahuayana,18.7333,-103.6833,298.86,89,51,1.48,MX,2021-07-24 00:44:33
335,Mosquera,4.7059,-74.2302,288.2,67,40,2.06,CO,2021-07-24 00:44:34
336,Lavrentiya,65.5833,-171.0,284.89,68,5,4.58,RU,2021-07-24 00:35:32
337,Marsh Harbour,26.5412,-77.0636,301.41,74,100,4.27,BS,2021-07-24 00:35:17
338,Loralai,30.3705,68.598,298.65,44,71,0.75,PK,2021-07-24 00:44:34
339,Clyde River,70.4692,-68.5914,276.28,87,75,6.69,CA,2021-07-24 00:35:01
340,Ostrovnoy,68.0531,39.5131,279.46,95,100,10.98,RU,2021-07-24 00:44:35
341,Camacha,33.0833,-16.3333,292.83,78,20,5.66,PT,2021-07-24 00:35:09
342,Jacqueville,5.2052,-4.4146,298.1,80,99,6.11,CI,2021-07-24 00:44:35
343,Peniche,39.3558,-9.3811,291.86,91,86,4.17,PT,2021-07-24 00:40:04
344,Sibiti,-3.6819,13.3499,291.13,85,52,0.85,CG,2021-07-24 00:44:35
345,Shieli,44.1667,66.75,300.9,29,0,2.59,KZ,2021-07-24 00:35:08
346,Mumford,5.2618,-0.759,296.76,87,47,3.77,GH,2021-07-24 00:44:36
347,Pimentel,-6.8367,-79.9342,292.59,82,54,1.34,PE,2021-07-24 00:44:36
348,Dali,25.7,100.1833,293.12,83,35,1.02,CN,2021-07-24 00:44:37
349,Monterey,36.2505,-121.2516,298.62,25,0,4.96,US,2021-07-24 00:43:07
350,Saint-Pierre,-21.3393,55.4781,291.97,60,0,4.12,RE,2021-07-24 00:44:37
351,Stornoway,58.2093,-6.3865,288.11,93,96,1.03,GB,2021-07-24 00:44:38
352,Tarko-Sale,64.9225,77.785,286.25,80,99,5.53,RU,2021-07-24 00:44:38
353,Nizhniy Ingash,56.2,96.53,294.0,58,0,4.77,RU,2021-07-24 00:44:38
354,Zhob,31.3411,69.4481,298.99,51,13,0.09,PK,2021-07-24 00:44:39
355,Bambanglipuro,-7.95,110.2833,299.59,70,16,4.9,ID,2021-07-24 00:37:36
356,Tukrah,32.5341,20.5791,298.19,67,0,3.83,LY,2021-07-24 00:44:39
357,Bakal,54.9417,58.8083,285.32,93,100,0.9,RU,2021-07-24 00:44:40
358,Fernandina Beach,30.6697,-81.4626,301.2,88,1,0.89,US,2021-07-24 00:44:40
359,Krasnogorodsk,56.8357,28.2822,283.7,78,0,1.68,RU,2021-07-24 00:44:40
360,Raton,36.9034,-104.4391,300.49,40,75,6.17,US,2021-07-24 00:44:41
361,Bemidji,47.4736,-94.8803,304.31,69,1,0.0,US,2021-07-24 00:44:41
362,Kismayo,-0.3582,42.5454,297.71,80,51,9.54,SO,2021-07-24 00:44:42
363,Kamloops,50.6665,-120.3192,301.94,30,75,0.45,CA,2021-07-24 00:44:42
364,Fort Frances,48.5999,-93.4003,295.46,86,2,1.71,CA,2021-07-24 00:43:50
365,Neuquen,-38.9516,-68.0591,284.09,43,0,0.0,AR,2021-07-24 00:34:18
366,Envira,-7.3,-70.2167,296.56,60,22,0.85,BR,2021-07-24 00:44:43
367,Palmas,-10.2128,-48.3603,297.08,64,0,3.09,BR,2021-07-24 00:44:43
368,Bambous Virieux,-20.3428,57.7575,293.29,88,75,1.54,MU,2021-07-24 00:35:07
369,Airai,-8.9266,125.4092,295.97,22,75,1.63,TL,2021-07-24 00:44:43
370,Hambantota,6.1241,81.1185,298.34,100,75,4.63,LK,2021-07-24 00:35:14
371,Klaksvik,62.2266,-6.589,283.66,92,11,7.58,FO,2021-07-24 00:35:52
372,Celestun,20.8667,-90.4,301.06,78,100,7.26,MX,2021-07-24 00:37:47
373,Makakilo City,21.3469,-158.0858,304.33,56,40,5.14,US,2021-07-24 00:44:44
374,Ulaangom,49.9811,92.0667,296.0,52,2,0.65,MN,2021-07-24 00:44:44
375,Sola,-13.8833,167.55,299.52,89,90,3.09,VU,2021-07-24 00:36:21
376,Amalfi,6.9102,-75.0776,289.79,89,100,1.21,CO,2021-07-24 00:44:45
377,Iwaki,37.05,140.8833,303.16,72,62,1.34,JP,2021-07-24 00:44:45
378,Nelson Bay,-32.7167,152.15,290.42,70,55,1.34,AU,2021-07-24 00:36:13
379,Znamenskoye,57.1281,73.8282,292.84,74,8,2.81,RU,2021-07-24 00:37:19
380,Bhadreswar,22.8244,88.3506,300.09,89,100,3.52,IN,2021-07-24 00:44:46
381,Basco,20.4487,121.9702,302.12,80,100,13.68,PH,2021-07-24 00:44:46
382,Isabela,6.7085,121.9711,303.18,69,35,2.55,PH,2021-07-24 00:44:46
383,Xingyi,24.1877,102.817,292.62,89,78,1.16,CN,2021-07-24 00:44:47
384,Hofn,64.2539,-15.2082,285.2,99,100,1.68,IS,2021-07-24 00:36:05
385,Cabo Rojo,18.0866,-67.1457,301.89,84,98,3.4,PR,2021-07-24 00:42:22
386,Maragogi,-9.0122,-35.2225,296.2,79,58,5.01,BR,2021-07-24 00:36:23
387,Nsanje,-16.92,35.262,289.57,77,52,1.65,MW,2021-07-24 00:44:47
388,Tiquicheo,18.8833,-100.7333,300.5,74,11,1.04,MX,2021-07-24 00:44:48
389,Nioro,13.35,-15.75,296.49,78,31,2.79,GM,2021-07-24 00:37:18
390,Nome,64.5011,-165.4064,286.02,71,90,8.75,US,2021-07-24 00:34:44
391,Atambua,-9.1061,124.8925,300.11,36,86,0.37,ID,2021-07-24 00:44:48
392,Kutum,14.2,24.6667,295.92,66,100,5.9,SD,2021-07-24 00:44:49
393,Aripuana,-9.1667,-60.6333,297.76,46,13,0.75,BR,2021-07-24 00:42:50
394,Marawi,7.9986,124.2928,300.73,58,10,3.27,PH,2021-07-24 00:44:49
395,Gornja Radgona,46.6733,15.9922,291.79,85,0,0.85,SI,2021-07-24 00:44:50
396,Psebay,44.1234,40.8107,288.38,94,62,2.02,RU,2021-07-24 00:44:50
397,Obo,5.3998,26.4869,292.74,97,100,1.68,CF,2021-07-24 00:44:50
398,Okhotsk,59.3833,143.3,290.39,78,41,2.97,RU,2021-07-24 00:35:49
399,Aklavik,68.2191,-135.0107,292.55,33,36,1.84,CA,2021-07-24 00:44:51
400,Izvoarele,45.0333,25.2667,290.55,67,70,1.65,RO,2021-07-24 00:44:51
401,Pozhva,59.0912,56.0847,284.09,83,8,2.84,RU,2021-07-24 00:44:52
402,Khasan,42.4308,130.6434,300.45,74,54,1.56,RU,2021-07-24 00:44:52
403,Tazovskiy,67.4667,78.7,283.05,83,100,10.47,RU,2021-07-24 00:44:52
404,Severobaykalsk,55.65,109.3167,287.67,77,100,0.36,RU,2021-07-24 00:44:52
405,Provideniya,64.3833,-173.3,286.05,67,100,3.76,RU,2021-07-24 00:35:42
406,Sterling,39.0062,-77.4286,299.15,60,1,0.0,US,2021-07-24 00:44:49
407,Cootamundra,-34.65,148.0333,280.9,89,98,5.87,AU,2021-07-24 00:44:53
408,Mount Darwin,-16.7725,31.5838,284.0,85,19,3.78,ZW,2021-07-24 00:44:54
409,Kelvington,52.1667,-103.5343,298.96,22,4,8.95,CA,2021-07-24 00:44:54
410,Shakawe,-18.3667,21.85,279.34,22,0,2.66,BW,2021-07-24 00:44:54
411,Port Keats,-14.25,129.55,302.25,38,100,1.91,AU,2021-07-24 00:44:55
412,West Wendover,40.7391,-114.0733,307.71,18,1,2.57,US,2021-07-24 00:35:02
413,Corinto,37.9407,22.9573,299.09,49,0,1.15,GR,2021-07-24 00:44:55
414,Viedma,-40.8135,-62.9967,280.92,60,97,2.92,AR,2021-07-24 00:36:09
415,Santa Lucia,27.9117,-15.5407,291.91,68,20,12.86,ES,2021-07-24 00:44:56
416,Abha,18.2164,42.5053,290.29,77,40,0.0,SA,2021-07-24 00:43:14
417,Faanui,-16.4833,-151.75,298.84,68,18,5.66,PF,2021-07-24 00:35:14
418,Hollins,37.3413,-79.9431,300.43,66,50,1.19,US,2021-07-24 00:44:56
419,Havelock,34.8791,-76.9013,299.28,71,0,0.45,US,2021-07-24 00:44:56
420,Seminole,28.7086,-81.2081,299.47,93,90,2.06,US,2021-07-24 00:44:57
421,Vestmannaeyjar,63.4427,-20.2734,285.16,99,100,7.28,IS,2021-07-24 00:35:41
422,Bilma,18.6853,12.9164,304.67,42,5,5.6,NE,2021-07-24 00:44:57
423,Borovskiy,57.041,65.7202,289.37,88,100,1.47,RU,2021-07-24 00:44:58
424,Ojinaga,29.5667,-104.4167,309.68,23,1,4.63,MX,2021-07-24 00:44:58
425,Point Pleasant,40.0832,-74.0682,298.69,64,75,0.89,US,2021-07-24 00:44:58
426,Zaozerne,45.1582,33.2787,292.01,54,0,3.78,UA,2021-07-24 00:44:59
427,Kawalu,-7.3817,108.2082,296.8,90,78,1.57,ID,2021-07-24 00:44:59
428,Byron Bay,-28.65,153.6167,294.29,55,0,4.94,AU,2021-07-24 00:45:00
429,Soyaux,45.65,0.2,291.14,86,75,1.54,FR,2021-07-24 00:45:00
430,Broken Hill,-31.95,141.4333,283.99,66,0,7.72,AU,2021-07-24 00:37:44
431,General Roca,-39.0333,-67.5833,284.37,49,95,3.74,AR,2021-07-24 00:45:00
432,Coihaique,-45.5752,-72.0662,276.12,87,40,1.03,CL,2021-07-24 00:37:39
433,Aberdeen,57.1437,-2.0981,287.42,96,90,2.57,GB,2021-07-24 00:41:10
434,Banska Stiavnica,48.4486,18.91,286.14,77,9,1.49,SK,2021-07-24 00:45:01
435,Veracruz,19.3333,-96.6667,300.3,88,0,0.6,MX,2021-07-24 00:43:33
436,Dandong,40.1292,124.3947,302.12,67,93,0.52,CN,2021-07-24 00:45:01
437,Eureka,40.8021,-124.1637,293.82,69,2,2.24,US,2021-07-24 00:40:03
438,Christchurch,-43.5333,172.6333,284.82,70,0,2.68,NZ,2021-07-24 00:35:50
439,Pudozh,61.8099,36.5345,278.47,78,67,1.04,RU,2021-07-24 00:45:03
440,Sandpoint,48.2766,-116.5533,303.96,22,1,0.45,US,2021-07-24 00:44:42
441,Rio Grande,-32.035,-52.0986,288.71,85,0,3.63,BR,2021-07-24 00:35:21
442,Virginia Beach,36.8529,-75.978,300.19,66,75,2.06,US,2021-07-24 00:43:23
443,Barybino,55.2677,37.8933,289.29,77,0,4.0,RU,2021-07-24 00:45:04
444,Oriximina,-1.7656,-55.8661,299.59,64,43,1.94,BR,2021-07-24 00:45:04
445,Huntington,38.4193,-82.4452,298.11,82,4,1.65,US,2021-07-24 00:42:57
446,Stepnyak,52.8339,70.7803,294.59,41,35,3.17,KZ,2021-07-24 00:45:05
447,Lorengau,-2.0226,147.2712,302.12,77,93,4.17,PG,2021-07-24 00:37:55
448,Dhidhdhoo,6.8833,73.1,300.81,79,99,6.25,MV,2021-07-24 00:45:05
449,Talakan,50.3167,130.3667,302.62,54,50,4.99,RU,2021-07-24 00:45:06
450,Miguel Alves,-4.1656,-42.8953,295.48,54,9,1.38,BR,2021-07-24 00:45:06
451,Mbandaka,0.0487,18.2603,294.45,85,11,1.44,CD,2021-07-24 00:45:07
452,Turukhansk,65.8167,87.9833,295.24,65,53,8.94,RU,2021-07-24 00:45:07
453,Roi Et,15.75,103.75,300.18,94,100,7.88,TH,2021-07-24 00:42:15
454,Abu Dhabi,24.4667,54.3667,311.16,30,0,3.09,AE,2021-07-24 00:44:02
455,Honningsvag,70.9821,25.9704,280.63,86,100,14.81,NO,2021-07-24 00:45:07
456,San Felipe,10.3399,-68.7425,295.96,98,100,0.72,VE,2021-07-24 00:45:08
457,Sergokala,42.4547,47.6612,294.76,84,93,1.03,RU,2021-07-24 00:45:08
458,Rio Gallegos,-51.6226,-69.2181,275.18,80,0,5.66,AR,2021-07-24 00:45:09
459,Mount Isa,-20.7333,139.5,294.02,30,0,3.6,AU,2021-07-24 00:37:49
460,Olinda,-8.0089,-34.8553,296.0,78,75,2.57,BR,2021-07-24 00:43:44
461,Jackson,42.4165,-122.8345,309.5,19,1,1.54,US,2021-07-24 00:43:58
462,Cidreira,-30.1811,-50.2056,288.56,80,0,3.22,BR,2021-07-24 00:36:13
463,Faya,18.3851,42.4509,290.44,69,99,2.08,SA,2021-07-24 00:36:11
464,Lucapa,-8.4192,20.7447,290.6,36,2,1.94,AO,2021-07-24 00:45:10
465,Aguimes,27.9054,-15.4461,294.63,68,20,12.86,ES,2021-07-24 00:45:10
466,Oblivskaya,48.5362,42.5014,291.07,54,2,3.07,RU,2021-07-24 00:45:11
467,Bam,29.106,58.357,304.8,17,5,1.92,IR,2021-07-24 00:45:11
468,Doha,25.2867,51.5333,307.14,71,0,1.54,QA,2021-07-24 00:45:11
469,Guerrero Negro,27.9769,-114.0611,296.43,73,22,8.0,MX,2021-07-24 00:45:12
470,Beringovskiy,63.05,179.3167,284.8,85,100,3.1,RU,2021-07-24 00:35:51
471,Moyo,3.6609,31.7247,291.09,96,61,1.54,UG,2021-07-24 00:45:12
472,Avera,33.194,-82.5271,303.55,68,11,1.64,US,2021-07-24 00:36:10
473,Puerto Escondido,15.85,-97.0667,301.58,77,23,2.58,MX,2021-07-24 00:45:13
474,Kiama,-34.6833,150.8667,288.29,73,86,6.86,AU,2021-07-24 00:45:13
475,Ishigaki,24.3448,124.1572,300.22,94,75,12.35,JP,2021-07-24 00:45:14
476,Ishurdi,24.1333,89.0833,298.94,96,100,5.32,BD,2021-07-24 00:45:14
477,Lata,40.1629,-8.3327,289.29,98,20,1.09,PT,2021-07-24 00:45:14
478,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,295.49,98,100,0.52,BR,2021-07-24 00:45:15
479,Thunder Bay,48.4001,-89.3168,298.14,84,90,4.12,CA,2021-07-24 00:42:03
480,Yatou,37.15,122.3833,301.61,62,0,2.23,CN,2021-07-24 00:45:15
481,Kananga,-5.8958,22.4178,293.61,36,11,2.02,CD,2021-07-24 00:45:16
482,San Buenaventura,27.0833,-101.5333,307.73,35,81,8.77,MX,2021-07-24 00:45:06
483,Moorhead,46.8739,-96.7676,307.03,59,1,2.57,US,2021-07-24 00:45:16
484,Pozo Colorado,-23.4923,-58.7972,295.47,32,0,2.8,PY,2021-07-24 00:45:16
485,Aden,12.7794,45.0367,301.97,70,100,1.42,YE,2021-07-24 00:42:55
486,Benghazi,32.1167,20.0667,298.96,68,0,4.72,LY,2021-07-24 00:45:17
487,Podgornoye,51.735,39.1496,287.27,82,0,3.0,RU,2021-07-24 00:45:17
488,Saint-Leu,-21.15,55.2833,291.63,61,2,2.42,RE,2021-07-24 00:45:18
489,Saint Anthony,45.0205,-93.218,305.51,64,1,1.79,US,2021-07-24 00:35:04
490,Leshukonskoye,64.8989,45.7622,275.99,95,2,2.01,RU,2021-07-24 00:45:18
491,Moree,-29.4667,149.85,284.16,82,90,5.14,AU,2021-07-24 00:45:19
492,Esperance,-33.8667,121.9,282.06,75,79,9.83,AU,2021-07-24 00:35:44
493,San Ignacio,17.1561,-89.0714,298.28,81,100,1.74,BZ,2021-07-24 00:45:19
494,Berdigestyakh,62.0989,126.6992,289.13,97,100,4.18,RU,2021-07-24 00:45:20
495,Wolfville,45.0835,-64.3655,290.91,82,62,1.03,CA,2021-07-24 00:45:20
496,Worthington,40.0931,-83.018,298.27,70,93,0.36,US,2021-07-24 00:45:20
497,Nemuro,43.3236,145.575,298.39,91,100,4.99,JP,2021-07-24 00:43:41
498,Alice Springs,-23.7,133.8833,286.9,38,73,3.09,AU,2021-07-24 00:37:00
499,Half Moon Bay,37.4636,-122.4286,308.05,70,20,0.45,US,2021-07-24 00:45:13
500,Lazaro Cardenas,17.9583,-102.2,301.74,82,92,2.55,MX,2021-07-24 00:40:55
501,Shimoda,34.6667,138.95,301.35,71,9,2.32,JP,2021-07-24 00:45:21
502,Verkhnyaya Inta,65.9811,60.3094,286.57,55,99,3.81,RU,2021-07-24 00:45:22
503,Teya,60.3778,92.6267,295.55,53,0,0.86,RU,2021-07-24 00:45:22
504,Sachin,21.0833,72.8833,301.09,89,75,2.06,IN,2021-07-24 00:45:23
505,Baena,37.6167,-4.3225,301.13,33,0,1.94,ES,2021-07-24 00:45:23
506,Markova,48.6758,24.4138,288.95,85,100,1.04,UA,2021-07-24 00:45:24
507,Charters Towers,-20.1,146.2667,296.64,31,3,3.24,AU,2021-07-24 00:45:24
508,Gazli,40.1333,63.45,303.1,13,0,4.14,UZ,2021-07-24 00:45:24
509,Luwuk,-0.9516,122.7875,299.33,78,92,3.18,ID,2021-07-24 00:45:25
510,Jinchang,38.4953,102.1739,300.99,40,22,2.76,CN,2021-07-24 00:45:25
511,Mahina,-17.5065,-149.489,302.02,54,40,3.6,PF,2021-07-24 00:41:46
512,Chirala,15.8167,80.35,299.46,78,100,6.26,IN,2021-07-24 00:45:26
513,Nara,34.6851,135.8049,305.35,48,30,1.91,JP,2021-07-24 00:45:27
514,Canaries,28.0,-15.5,292.26,68,20,12.86,ES,2021-07-24 00:45:27
515,Valparaiso,-33.0393,-71.6273,285.08,79,90,2.57,CL,2021-07-24 00:41:00
516,Tezu,27.9167,96.1667,300.13,90,56,0.48,IN,2021-07-24 00:45:28
517,Ndele,8.4109,20.6473,293.7,95,99,1.51,CF,2021-07-24 00:35:43
518,Strezhevoy,60.7333,77.5889,294.14,69,14,4.15,RU,2021-07-24 00:45:28
519,Smolenka,52.1352,113.4974,291.19,63,40,0.0,RU,2021-07-24 00:45:28
520,Mildura,-34.2,142.15,285.13,66,75,6.17,AU,2021-07-24 00:45:29
521,Lhokseumawe,5.1801,97.1507,299.14,79,96,1.86,ID,2021-07-24 00:45:29
522,Yumen,40.2833,97.2,299.99,37,82,2.2,CN,2021-07-24 00:37:03
523,Port Augusta,-32.5,137.7667,285.23,61,100,7.68,AU,2021-07-24 00:36:09
524,Lamu,-2.2717,40.902,298.27,78,5,8.42,KE,2021-07-24 00:45:30
525,Kalugumalai,9.15,77.7167,300.06,65,100,5.7,IN,2021-07-24 00:45:30
526,Praya,14.9215,-23.5087,297.45,73,75,5.14,CV,2021-07-24 00:45:30
527,Coquimbo,-29.9533,-71.3436,285.0,87,90,1.03,CL,2021-07-24 00:43:36
528,Chaykovskaya,58.1279,55.5378,282.09,76,68,2.09,RU,2021-07-24 00:45:31
529,Gazanjyk,39.2446,55.5154,301.56,61,0,3.41,TM,2021-07-24 00:45:32
530,Plettenberg Bay,-34.0527,23.3716,281.61,73,0,3.07,ZA,2021-07-24 00:36:38
531,Manjacaze,-24.7117,33.8828,287.62,76,47,4.75,MZ,2021-07-24 00:45:32
532,Tete,-16.1564,33.5867,294.2,60,75,6.26,MZ,2021-07-24 00:45:32
533,Russell,32.3502,-85.1999,301.99,85,40,4.12,US,2021-07-24 00:45:33
534,Papagaios,-19.4492,-44.7478,287.7,60,0,2.72,BR,2021-07-24 00:45:33
535,Araouane,18.9048,-3.5265,305.17,38,16,3.34,ML,2021-07-24 00:36:09
536,Manaure,11.7751,-72.4445,301.0,74,100,8.98,CO,2021-07-24 00:45:34
537,Pala,9.3642,14.9046,293.93,97,47,2.41,TD,2021-07-24 00:45:34
538,Dera Ghazi Khan,30.0561,70.6348,306.48,47,42,3.01,PK,2021-07-24 00:45:35
539,Porto Novo,6.4965,2.6036,297.16,79,10,3.42,BJ,2021-07-24 00:36:23
540,Baykit,61.67,96.37,297.04,55,10,0.67,RU,2021-07-24 00:45:35
541,Karasjok,69.4719,25.5112,281.21,79,100,7.47,NO,2021-07-24 00:45:35
542,Kirksville,40.1948,-92.5833,303.12,62,1,2.57,US,2021-07-24 00:45:36
543,Namatanai,-3.6667,152.4333,302.42,69,23,3.53,PG,2021-07-24 00:36:16
544,Pailitas,8.9565,-73.6255,299.97,80,100,1.46,CO,2021-07-24 00:45:36
545,Karaton,-6.3424,106.1045,300.35,84,34,0.78,ID,2021-07-24 00:45:37
546,Payo,-3.7508,103.6372,297.14,92,78,1.07,ID,2021-07-24 00:37:41
547,Hailar,49.2,119.7,296.5,54,100,3.48,CN,2021-07-24 00:45:37
548,Ust-Nera,64.5667,143.2,292.2,68,100,1.38,RU,2021-07-24 00:45:38
549,Margate,51.3813,1.3862,291.1,88,99,1.34,GB,2021-07-24 00:45:17
550,Quarai,-30.3875,-56.4514,288.43,75,0,3.22,BR,2021-07-24 00:45:38
551,Nouadhibou,20.931,-17.0347,293.14,94,0,5.14,MR,2021-07-24 00:41:01
552,Wajima,37.4,136.9,302.53,74,75,1.54,JP,2021-07-24 00:43:12
553,Elko,41.0002,-115.5012,309.16,9,48,4.02,US,2021-07-24 00:45:12
554,Sisimiut,66.9395,-53.6735,278.98,93,100,0.91,GL,2021-07-24 00:45:39
555,Constitucion,-35.3333,-72.4167,284.72,80,72,1.75,CL,2021-07-24 00:36:41
556,Kruisfontein,-34.0033,24.7314,278.67,81,6,2.45,ZA,2021-07-24 00:36:02
557,Beloha,-25.1667,45.05,290.49,54,100,3.74,MG,2021-07-24 00:45:39
