City_ID,City,Country,Max TempF,Current Description,Latitude,Longitude,Hotel Name
4,rikitea,PF,70.34000000000003,overcast clouds,-23.1203,-134.9692,People ThankYou
5,ponta do sol,PT,79.71800000000009,clear sky,32.6667,-17.1,Hotel do Campo
8,hasaki,JP,75.59600000000006,clear sky,35.7333,140.8333,Hotel Sunrise Choshi
9,atuona,PF,77.37800000000007,broken clouds,-9.8,-139.0333,Villa Enata
12,kapaa,US,79.12400000000002,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
15,topana,RO,71.40200000000007,scattered clouds,44.8167,24.5167,
20,haileybury,CA,75.7760000000001,scattered clouds,47.449,-79.6373,Haileybury Beach Motel
28,lata,PT,76.04600000000005,broken clouds,40.1629,-8.3327,Casa Maquia
31,nikolskoye,RU,71.49199999999999,broken clouds,59.7035,30.7861,Tourist House - Sablino
34,vila franca do campo,PT,73.81400000000004,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
35,tsihombe,PT,73.81400000000004,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
38,itaparica,BR,76.92800000000007,scattered clouds,-12.8883,-38.6786,Pousada Nel Blu
44,lompoc,US,75.68600000000006,overcast clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
47,hurup,DK,73.68800000000005,broken clouds,56.7494,8.4195,Hotel Thinggaard
52,ribeira grande,PT,73.79600000000005,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
54,half moon bay,US,78.90800000000002,few clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
56,konya,TR,76.47800000000007,scattered clouds,38.1667,32.5,Bahcesaray Koyu Muhtarligi
58,rio grande,BR,75.308,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
62,bambous virieux,MU,71.85200000000009,scattered clouds,-20.3428,57.7575,Casa Tia Villa
72,guerrero negro,MX,76.04600000000005,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
78,vao,NC,70.84400000000008,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
83,castro,BR,70.07000000000006,clear sky,-24.7911,-50.0119,CHACARA BAILLY
86,tecpan,GT,72.35600000000002,overcast clouds,14.7623,-90.9947,San Ricardo Restaurante y Hotel
91,la sarre,CA,73.74199999999999,few clouds,48.8002,-79.1996,Motel Villa Mon Repos
93,kirakira,SB,78.27800000000008,broken clouds,-10.4544,161.9205,SanBiz Lodge
94,vyshneve,UA,78.76400000000004,clear sky,50.3891,30.3705,Sofiyivsʹkyy Posad
95,solnechnyy,RU,72.71600000000001,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
99,sonoita,MX,77.45,overcast clouds,31.85,-112.8333,Hotel Nora
102,mahebourg,MU,71.88800000000005,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
106,orissaare,EE,73.34600000000006,clear sky,58.5592,23.0826,Vanatoa Tourism Farm
108,nouadhibou,MR,76.98200000000003,clear sky,20.930999999999997,-17.0347,El Medina
110,maceio,BR,74.642,scattered clouds,-9.6658,-35.7353,Poutur Pousada
112,honiara,SB,77.09000000000003,overcast clouds,-9.4333,159.95,Heritage Park Hotel
120,taiyuan,CN,76.85600000000002,clear sky,37.8694,112.5603,Jinjiang Inn
121,marawi,PH,71.65400000000005,broken clouds,7.9986,124.2928,Derogongan Residence
124,avarua,CK,73.45400000000006,overcast clouds,-21.2078,-159.775,Paradise Inn
125,illoqqortoormiut,CK,73.45400000000006,overcast clouds,-21.2078,-159.775,Paradise Inn
127,luohe,CN,78.35,scattered clouds,33.5717,114.0353,BNB 29-Tunxi Old Street Branch
134,joshimath,IN,75.79400000000007,heavy intensity rain,30.5667,79.5667,Shivalik Camps & Resort
136,mtambile,TZ,75.61400000000003,clear sky,-5.3833,39.7,
142,chumphon,TH,71.88800000000005,overcast clouds,10.3333,98.8333,สกาน จ๋า.
152,jaque,PA,75.84800000000003,light rain,7.5175,-78.1703,Imbu Bua Lodge
153,naftah,PA,75.84800000000003,light rain,7.5175,-78.1703,Imbu Bua Lodge
160,puerto ayora,EC,78.76400000000004,scattered clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
162,amparo,BR,78.62000000000006,clear sky,-22.7011,-46.7644,Quinta da Bocaína
163,vancouver,CA,76.98200000000003,few clouds,49.2497,-123.1193,"Park Inn & Suites by Radisson Vancouver, BC"
166,yarmouth,US,71.816,light rain,41.7057,-70.2286,Blue Rock Resort
168,adre,TD,72.33800000000005,broken clouds,13.4667,22.2,
171,souillac,MU,71.97800000000007,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
174,hilo,US,76.80200000000008,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
175,tautira,PF,75.21800000000009,clear sky,-17.7333,-149.15,Pension Oaoa
177,salalah,OM,78.89000000000001,broken clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
186,kampot,KH,78.85400000000006,overcast clouds,10.6167,104.1833,Two Moons Hotel
194,kamaishi,JP,70.75400000000005,broken clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
197,terme,TR,76.92800000000007,few clouds,41.2092,36.9739,OTEL GÜVEN TERME
201,chifeng,CN,73.11200000000005,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
204,bandarbeyla,SO,79.86200000000005,broken clouds,9.4942,50.8122,JABIR HOTEL
205,pacific grove,US,74.62400000000002,scattered clouds,36.6177,-121.9166,Lovers Point Inn
207,saint-augustin,CA,77.50400000000005,broken clouds,51.226000000000006,-58.6502,
208,lakatoro,VU,77.66600000000001,broken clouds,-16.0999,167.4164,Lakatoro Palm Lodge
209,benguela,AO,70.358,clear sky,-12.5763,13.4055,Hotel Praia Morena
211,bengkulu,ID,75.48800000000006,clear sky,-3.8004,102.2655,Grage Hotel Bengkulu
213,gorele,TR,78.24199999999999,scattered clouds,41.0308,39.0031,Görele Öğretmenevi
218,lotofaga,WS,74.984,scattered clouds,-13.9764,-171.8578,Sataoa Beach Fales
220,makokou,GA,75.25400000000005,overcast clouds,0.5738,12.8642,Motel des voyageurs
222,isangel,VU,74.84000000000003,broken clouds,-19.55,169.2667,Tanna Lodge
