City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
356,derzhavinsk,51.1,66.3167,293.61,50,1,3.31,KZ,clear sky
357,lavrentiya,65.5833,-171.0,279.85,99,100,2.23,RU,light rain
358,ust-kamchatsk,65.5833,-171.0,279.85,99,100,2.23,RU,light rain
359,chapleau,47.8405,-83.4034,294.2,68,90,3.09,CA,smoke
360,touros,-5.1989,-35.4608,302.65,60,14,8.14,BR,few clouds
361,nsanje,-16.92,35.262,289.47,79,38,2.14,MW,scattered clouds
362,seddon,-37.8068,144.8916,284.98,81,40,1.79,AU,scattered clouds
363,manga,11.6636,-1.0731,302.2,59,88,2.49,BF,overcast clouds
364,matagami,49.7502,-77.6328,297.21,50,40,6.17,CA,scattered clouds
365,mbanza-ngungu,-5.25,14.8667,298.99,39,24,2.3,CD,few clouds
366,kilis,36.7161,37.115,304.28,42,0,3.43,TR,clear sky
367,chiredzi,-21.05,31.6667,288.44,41,33,2.39,ZW,scattered clouds
368,marsabit,2.3284,37.9899,294.18,41,91,6.07,KE,overcast clouds
369,sawakin,19.1059,37.3321,305.79,51,19,4.07,SD,few clouds
370,sampit,-2.5333,112.95,295.03,96,0,1.0,ID,clear sky
371,mys shmidta,-2.5333,112.95,295.03,96,0,1.0,ID,clear sky
372,nola,40.922,14.5329,305.46,51,72,2.31,IT,broken clouds
373,lethem,3.3803,-59.7968,303.86,61,85,1.92,GY,overcast clouds
374,xining,36.6167,101.7667,287.96,87,100,1.04,CN,overcast clouds
375,porto novo,6.4965,2.6036,300.05,72,48,4.54,BJ,scattered clouds
376,tura,25.5198,90.2201,297.61,95,100,2.95,IN,overcast clouds
377,sumbawa,25.5198,90.2201,297.61,95,100,2.95,IN,overcast clouds
378,barbar,25.5198,90.2201,297.61,95,100,2.95,IN,overcast clouds
379,krasyliv,49.6519,26.9725,293.97,61,90,3.24,UA,overcast clouds
380,caravelas,-17.7125,-39.2481,296.57,65,59,3.35,BR,broken clouds
381,olga,43.7444,135.2892,293.79,98,73,1.01,RU,broken clouds
382,olafsvik,64.8945,-23.7142,283.19,85,69,12.42,IS,broken clouds
383,havre-saint-pierre,50.2334,-63.5986,296.35,60,1,3.6,CA,clear sky
384,tarko-sale,64.9225,77.785,288.67,85,100,2.0,RU,overcast clouds
385,chagda,64.9225,77.785,288.67,85,100,2.0,RU,overcast clouds
386,lasa,46.6166,10.7002,294.64,84,70,1.81,IT,light rain
387,kelo,9.3086,15.8066,300.7,63,99,2.01,TD,overcast clouds
388,ulaangom,49.9811,92.0667,291.83,63,99,1.39,MN,overcast clouds
389,vredendal,-31.6683,18.5012,290.78,29,98,5.21,ZA,overcast clouds
390,maniitsoq,65.4167,-52.9,280.71,72,97,3.87,GL,overcast clouds
391,zhigansk,66.7697,123.3711,289.0,63,66,3.34,RU,broken clouds
392,sovetskiy,61.3614,63.5842,283.93,69,48,1.88,RU,scattered clouds
393,nantucket,41.2835,-70.0995,295.23,89,90,5.66,US,overcast clouds
394,isabela,6.7085,121.9711,299.44,87,46,2.19,PH,scattered clouds
395,taltal,-25.4,-70.4833,289.36,66,7,2.99,CL,clear sky
396,nargana,9.4428,-78.5906,301.94,72,100,1.67,PA,overcast clouds
397,sao gabriel da cachoeira,-0.1303,-67.0892,302.04,84,75,1.19,BR,broken clouds
398,georgiyevka,43.0369,74.7114,299.17,36,0,3.0,KZ,clear sky
399,ahipara,-35.1667,173.1667,287.04,93,71,3.9,NZ,broken clouds
400,korla,41.7597,86.1469,304.81,17,0,5.53,CN,clear sky
401,tanout,14.9709,8.8879,307.94,34,80,5.74,NE,broken clouds
402,qasigiannguit,68.8193,-51.1922,286.29,54,89,1.84,GL,overcast clouds
403,takoradi,4.8845,-1.7554,298.15,75,53,5.38,GH,broken clouds
404,vanimo,-2.6741,141.3028,296.89,81,100,1.52,PG,overcast clouds
405,yar-sale,66.8333,70.8333,283.0,77,56,8.6,RU,broken clouds
406,aripuana,-9.1667,-60.6333,310.6,23,43,1.03,BR,scattered clouds
407,latung,5.5,120.8833,301.65,80,59,3.03,PH,broken clouds
408,port blair,11.6667,92.75,301.05,86,100,7.71,IN,overcast clouds
409,sao joao da barra,-21.6403,-41.0511,298.2,60,0,6.53,BR,clear sky
410,port lincoln,-34.7333,135.8667,286.06,86,41,7.76,AU,scattered clouds
411,santo augusto,-27.8508,-53.7772,297.85,45,64,5.82,BR,broken clouds
412,arman,59.7,150.1667,284.95,99,100,2.32,RU,light rain
413,barzas,55.7167,86.3167,293.28,94,96,1.93,RU,overcast clouds
414,santa rosa,14.3122,121.1114,301.14,86,100,7.97,PH,light rain
415,tasbuget,14.3122,121.1114,301.14,86,100,7.97,PH,light rain
416,dickinson,29.4608,-95.0513,307.69,64,20,2.06,US,few clouds
417,mehamn,71.0357,27.8492,281.25,81,75,7.2,NO,broken clouds
418,noumea,-22.2763,166.4572,293.71,99,70,3.28,NC,broken clouds
419,mulege,26.8833,-111.9833,306.33,41,18,3.75,MX,few clouds
420,lahat,-3.8,103.5333,295.02,87,0,1.29,ID,clear sky
421,bani walid,31.7566,13.9942,305.06,23,0,6.9,LY,clear sky
422,kotra,25.8167,79.3167,303.24,74,98,3.98,IN,overcast clouds
423,avera,33.194,-82.5271,305.77,50,93,1.56,US,overcast clouds
424,sisimiut,66.9395,-53.6735,279.79,81,100,2.48,GL,light rain
425,kaeo,-35.1,173.7833,287.77,95,89,2.64,NZ,overcast clouds
426,redmond,47.674,-122.1215,300.01,60,2,0.45,US,clear sky
427,kuche,47.674,-122.1215,300.01,60,2,0.45,US,clear sky
428,ternate,0.8,127.4,300.22,80,100,3.26,ID,overcast clouds
429,comodoro rivadavia,-45.8667,-67.5,283.07,46,0,5.66,AR,clear sky
430,asekeyevo,53.5742,52.7972,287.19,48,2,2.7,RU,clear sky
431,hohhot,40.8106,111.6522,294.31,100,40,1.0,CN,mist
432,matara,5.9485,80.5353,298.53,88,68,4.65,LK,broken clouds
433,dingle,10.9995,122.6711,298.06,91,73,3.76,PH,broken clouds
434,inirida,3.8653,-67.9239,300.65,74,100,1.44,CO,overcast clouds
435,florencia,43.7667,11.25,304.97,47,0,3.09,IT,clear sky
436,tabory,58.5198,64.5495,287.99,49,43,3.73,RU,scattered clouds
437,fortuna foothills,32.6578,-114.4119,302.18,72,75,0.89,US,broken clouds
438,da nang,16.0678,108.2208,302.18,79,40,0.51,VN,scattered clouds
439,kodinsk,58.6881,99.1844,292.7,60,72,1.49,RU,broken clouds
440,avdon,54.6667,55.7167,287.77,54,0,3.0,RU,clear sky
441,makasar,-5.14,119.4221,294.18,88,20,1.03,ID,few clouds
442,san jose,37.3394,-121.895,301.63,59,40,0.0,US,scattered clouds
443,mirnyy,62.5353,113.9611,289.88,62,26,1.48,RU,scattered clouds
444,palabuhanratu,62.5353,113.9611,289.88,62,26,1.48,RU,scattered clouds
445,margate,51.3813,1.3862,294.21,79,85,1.34,GB,overcast clouds
446,novaya ladoga,60.1025,32.3019,294.26,67,70,2.3,RU,broken clouds
447,saucillo,28.0167,-105.2833,305.02,27,21,0.5,MX,few clouds
448,port hedland,-20.3167,118.5667,289.18,77,15,2.57,AU,few clouds
449,khani,41.9563,42.9566,291.91,97,56,1.04,GE,broken clouds
450,odweyne,9.4092,45.064,295.1,47,79,8.89,SO,broken clouds
451,americus,32.0724,-84.2327,305.68,58,75,1.54,US,broken clouds
452,severomuysk,56.1481,113.4267,282.69,79,45,1.84,RU,scattered clouds
453,kondinskoye,59.6481,67.41,285.7,54,46,3.65,RU,scattered clouds
454,mitsamiouli,-11.3847,43.2844,298.04,64,27,4.01,KM,scattered clouds
455,shimoda,34.6667,138.95,298.21,87,6,3.43,JP,clear sky
456,pedernales,18.0384,-71.744,302.54,69,32,2.6,DO,scattered clouds
457,anadyr,64.75,177.4833,284.43,93,90,1.79,RU,mist
458,kisangani,0.5167,25.2,299.85,58,99,1.21,CD,overcast clouds
459,nayoro,44.3506,142.4578,294.57,96,41,0.46,JP,scattered clouds
460,deder,9.3167,41.45,285.72,79,99,2.15,ET,overcast clouds
461,halalo,9.3167,41.45,285.72,79,99,2.15,ET,overcast clouds
462,kichha,28.9167,79.5,302.2,78,100,3.0,IN,overcast clouds
463,guapore,-28.8456,-51.8903,299.48,41,26,3.15,BR,scattered clouds
464,yerofey pavlovich,53.9667,121.9667,287.02,96,99,1.49,RU,overcast clouds
465,goundam,16.4145,-3.6708,309.29,34,69,3.4,ML,broken clouds
466,riviere-au-renard,48.9957,-64.3971,301.31,56,2,7.95,CA,clear sky
467,reoti,25.85,84.3833,305.42,65,100,1.71,IN,overcast clouds
468,wenling,28.3669,121.36,299.25,86,100,5.51,CN,light rain
469,bismil,37.8486,40.6658,307.0,21,0,3.3,TR,clear sky
470,kazalinsk,37.8486,40.6658,307.0,21,0,3.3,TR,clear sky
471,tabialan,37.8486,40.6658,307.0,21,0,3.3,TR,clear sky
472,charters towers,-20.1,146.2667,285.28,41,5,3.58,AU,clear sky
473,cidreira,-30.1811,-50.2056,296.64,53,6,2.92,BR,clear sky
474,bababe,-30.1811,-50.2056,296.64,53,6,2.92,BR,clear sky
475,tabarqah,-30.1811,-50.2056,296.64,53,6,2.92,BR,clear sky
476,mabaruma,8.2,-59.7833,297.15,98,100,2.58,GY,overcast clouds
477,richards bay,-28.783,32.0377,288.17,78,2,3.46,ZA,clear sky
478,zemio,5.0314,25.1361,294.86,90,82,1.68,CF,light rain
479,wahran,5.0314,25.1361,294.86,90,82,1.68,CF,light rain
480,valparaiso,-33.0393,-71.6273,288.95,69,75,5.14,CL,broken clouds
481,rancho palos verdes,33.7445,-118.387,301.78,81,75,1.79,US,broken clouds
482,ati,13.2154,18.3353,299.21,67,97,3.91,TD,overcast clouds
483,beyla,8.6833,-8.6333,296.07,92,80,1.42,GN,light rain
484,vaitape,-16.5167,-151.75,298.58,66,2,5.88,PF,clear sky
485,timizart,36.8,4.2667,301.85,45,91,0.9,DZ,overcast clouds
486,aloleng,16.1307,119.7824,301.0,84,100,9.14,PH,overcast clouds
487,vanavara,60.34,102.2797,290.63,71,37,1.69,RU,scattered clouds
488,sistranda,63.7256,8.834,287.13,87,55,4.08,NO,broken clouds
489,kjollefjord,70.9457,27.3465,281.18,81,75,7.2,NO,broken clouds
490,aksarayskiy,46.7924,48.0119,301.12,28,0,2.15,RU,clear sky
491,seitin,46.1,20.85,303.23,44,38,3.05,RO,scattered clouds
492,collipulli,-37.95,-72.4333,282.26,94,100,2.69,CL,moderate rain
493,kargasok,59.0556,80.8572,290.58,82,32,1.85,RU,scattered clouds
494,ankazobe,-18.3167,47.1167,286.38,80,75,5.17,MG,broken clouds
495,tezu,27.9167,96.1667,298.47,97,90,1.28,IN,overcast clouds
496,yichang,30.7144,111.2847,298.17,85,0,1.03,CN,clear sky
497,srednekolymsk,67.45,153.6833,277.17,76,100,7.01,RU,overcast clouds
498,oussouye,12.485,-16.5469,302.2,69,100,2.89,SN,overcast clouds
499,svetlogorsk,52.6333,29.7333,293.47,67,59,1.77,BY,broken clouds
500,canico,32.6333,-16.85,299.66,76,20,2.57,PT,few clouds
501,brigantine,39.4101,-74.3646,304.42,71,40,8.23,US,scattered clouds
502,tual,-5.6667,132.75,299.74,79,98,8.55,ID,overcast clouds
503,ulladulla,-35.35,150.4667,285.86,65,47,7.88,AU,scattered clouds
504,jiancheng,30.391,104.5491,301.71,90,25,0.23,CN,scattered clouds
505,sambava,-14.2667,50.1667,293.22,81,94,5.45,MG,overcast clouds
506,chok chai,14.7284,102.1652,299.71,100,100,5.78,TH,overcast clouds
507,belmonte,-15.8631,-38.8828,297.43,66,33,5.11,BR,scattered clouds
508,poum,-20.2333,164.0167,295.43,79,5,6.49,NC,clear sky
509,sangar,63.9242,127.4739,286.88,70,8,2.17,RU,clear sky
510,opuwo,-18.0607,13.84,292.46,25,0,3.46,NA,clear sky
511,shirokiy,49.758,129.523,292.27,91,100,2.44,RU,overcast clouds
512,chapais,49.7834,-74.8492,292.03,53,46,5.53,CA,scattered clouds
513,puerto escondido,15.85,-97.0667,304.61,66,40,3.09,MX,scattered clouds
514,saint-joseph,-21.3667,55.6167,293.36,75,20,5.29,RE,few clouds
515,carballo,43.213,-8.691,297.36,83,71,2.26,ES,broken clouds
516,malanje,-9.5402,16.341,296.2,25,3,1.75,AO,clear sky
517,tsabong,-26.0217,22.401,284.98,29,48,4.28,BW,scattered clouds
518,aleksin,54.51,37.08,293.61,63,58,1.55,RU,broken clouds
519,dauphin,51.1494,-100.0502,298.23,44,1,5.66,CA,clear sky
520,numata,36.6333,139.05,297.11,82,22,0.76,JP,few clouds
521,nurota,40.5614,65.6886,306.2,14,0,9.39,UZ,clear sky
522,meulaboh,4.1363,96.1285,298.73,86,98,1.03,ID,overcast clouds
523,nyurba,63.2842,118.3319,289.7,66,14,2.55,RU,few clouds
524,ixtapa,20.7,-105.2,304.94,62,1,1.54,MX,clear sky
525,payo,-3.7508,103.6372,295.12,87,0,1.22,ID,clear sky
526,krasnozerskoye,53.9828,79.2374,294.11,62,45,2.91,RU,light rain
527,stryn,61.9045,6.7226,299.34,67,42,3.59,NO,scattered clouds
528,ruatoria,61.9045,6.7226,299.34,67,42,3.59,NO,scattered clouds
529,khasan,42.4308,130.6434,296.36,96,77,1.91,RU,broken clouds
530,marrakesh,31.6315,-8.0083,310.19,16,0,2.06,MA,clear sky
531,inhambane,-23.865,35.3833,292.14,72,75,2.06,MZ,light rain
532,yarada,17.65,83.2667,302.33,89,40,1.54,IN,mist
533,olinda,-8.0089,-34.8553,298.0,69,75,6.17,BR,broken clouds
534,sola,-13.8833,167.55,299.56,82,44,4.9,VU,scattered clouds
535,inderborskiy,-13.8833,167.55,299.56,82,44,4.9,VU,scattered clouds
536,asuncion,-25.3007,-57.6359,304.84,37,0,6.69,PY,clear sky
537,languyan,5.2618,120.0807,299.91,86,59,1.57,PH,broken clouds
538,madawaska,47.3561,-68.3288,294.18,68,90,8.23,US,moderate rain
539,yelizovo,53.1873,158.3805,285.23,100,20,3.0,RU,fog
540,san patricio,28.017,-97.5169,307.2,44,4,4.69,US,clear sky
541,bay roberts,47.5999,-53.2648,289.84,84,96,1.34,CA,overcast clouds
542,bangkal,6.0667,121.0667,299.15,90,56,1.67,PH,broken clouds
543,amarante do maranhao,-5.5667,-46.7422,308.85,25,41,2.89,BR,scattered clouds
544,daru,-9.0763,143.2092,298.14,81,90,6.85,PG,moderate rain
545,balkanabat,39.5108,54.3671,302.56,68,0,3.41,TM,clear sky
546,progreso,21.2833,-89.6667,307.65,65,99,4.0,MX,overcast clouds
547,mackay,-21.15,149.2,285.4,87,3,2.57,AU,clear sky
548,amderma,-21.15,149.2,285.4,87,3,2.57,AU,clear sky
549,mbuguni,-3.5667,36.95,293.23,42,67,5.9,TZ,broken clouds
550,coihaique,-45.5752,-72.0662,280.12,49,40,2.06,CL,scattered clouds
551,grand gaube,-20.0064,57.6608,295.37,60,0,4.47,MU,clear sky
552,gizo,-8.103,156.8419,299.74,80,70,2.54,SB,light rain
553,turbat,26.0023,63.044,303.27,70,59,2.88,PK,broken clouds
554,aitape,-3.1374,142.3475,297.16,86,100,2.82,PG,overcast clouds
555,saint-pierre,-21.3393,55.4781,293.97,78,40,4.63,RE,scattered clouds
556,douentza,14.9951,-2.9517,309.11,33,60,2.34,ML,broken clouds
557,sohbatpur,28.5202,68.5434,314.48,26,36,5.2,PK,scattered clouds
558,yazd,31.8972,54.3675,309.21,9,0,5.14,IR,clear sky
559,prince rupert,54.3161,-130.3201,287.2,91,90,1.03,CA,overcast clouds
560,komsomolskiy,40.4272,71.7189,303.55,28,1,2.06,UZ,clear sky
561,erseke,40.3378,20.6789,294.8,46,0,1.05,AL,clear sky
562,megion,61.0296,76.1136,288.16,97,100,5.61,RU,light rain
563,batarci,48.0333,23.1667,299.92,57,42,2.63,RO,scattered clouds
564,cocal,-28.6167,-49.35,301.8,37,75,1.2,BR,broken clouds
565,sibsagar,26.9833,94.6333,299.71,92,98,1.44,IN,overcast clouds
566,high level,58.5169,-117.136,289.21,77,40,1.03,CA,scattered clouds
567,aleksandrovskoye,44.7142,43.0008,299.23,45,82,3.57,RU,broken clouds
568,turukhansk,65.8167,87.9833,291.15,83,33,1.35,RU,scattered clouds
569,betlitsa,54.0095,33.9588,291.39,72,71,2.42,RU,broken clouds
570,vila,42.0304,-8.1588,294.12,72,42,3.33,PT,scattered clouds
571,porto nacional,-10.7081,-48.4172,303.15,22,3,2.08,BR,clear sky
572,antofagasta,-23.65,-70.4,287.75,69,63,3.96,CL,broken clouds
573,beringovskiy,63.05,179.3167,283.89,91,98,0.82,RU,overcast clouds
574,pangnirtung,66.1451,-65.7125,286.15,82,90,2.06,CA,light rain
575,linxi,39.7,118.4333,296.23,88,85,2.88,CN,overcast clouds
576,lovington,32.944,-103.3485,306.5,33,73,3.7,US,broken clouds
577,harnosand,62.6323,17.9379,295.16,69,81,4.02,SE,broken clouds
578,kalmunai,7.4167,81.8167,300.83,74,100,3.69,LK,overcast clouds
579,vagur,61.4732,-6.8119,284.42,92,100,3.08,FO,overcast clouds
580,puerto del rosario,28.5004,-13.8627,298.97,73,0,6.69,ES,clear sky
581,yebaishou,41.3975,119.6408,294.73,91,97,2.3,CN,overcast clouds
582,laje,-10.1833,-40.9667,294.99,67,95,6.11,BR,overcast clouds
583,whitehorse,60.7161,-135.0538,288.2,58,40,1.03,CA,scattered clouds
584,umzimvubu,60.7161,-135.0538,288.2,58,40,1.03,CA,scattered clouds
585,palora,-1.7,-77.9333,296.21,46,75,2.4,EC,broken clouds
586,kayerkan,69.3497,87.7602,285.07,95,100,1.59,RU,overcast clouds
587,bubaque,11.2833,-15.8333,299.45,79,98,2.9,GW,overcast clouds
588,concepcion,-36.827,-73.0498,286.04,82,75,4.12,CL,broken clouds
589,kenora,49.8167,-94.4337,299.69,41,20,5.14,CA,few clouds
590,maragogi,-9.0122,-35.2225,297.84,83,37,5.89,BR,scattered clouds
591,sorland,67.667,12.6934,285.19,87,40,4.63,NO,fog
592,garden city,42.3256,-83.331,304.72,46,20,5.14,US,few clouds
593,ondorhaan,42.3256,-83.331,304.72,46,20,5.14,US,few clouds
594,hunza,42.3256,-83.331,304.72,46,20,5.14,US,few clouds
595,mamallapuram,12.6264,80.1722,303.18,69,94,7.55,IN,overcast clouds
596,tourlaville,49.6383,-1.5664,291.85,66,100,4.12,FR,overcast clouds
597,rocha,-34.4833,-54.3333,295.66,71,71,5.76,UY,broken clouds
598,dzhusaly,-34.4833,-54.3333,295.66,71,71,5.76,UY,broken clouds
599,saint-alexandre,44.2278,4.6214,304.7,32,94,3.83,FR,overcast clouds
600,bichura,50.5881,107.6022,286.89,74,28,1.62,RU,scattered clouds
601,warqla,50.5881,107.6022,286.89,74,28,1.62,RU,scattered clouds
602,marystown,47.1666,-55.1483,289.65,73,68,1.66,CA,broken clouds
603,bahia blanca,-38.7196,-62.2724,287.02,34,73,3.48,AR,broken clouds
604,chumikan,54.7183,135.315,290.08,92,28,5.06,RU,scattered clouds
605,hami,42.8,93.45,304.39,19,0,5.21,CN,clear sky
606,alotau,42.8,93.45,304.39,19,0,5.21,CN,clear sky
607,grindavik,63.8424,-22.4338,284.41,87,75,15.43,IS,light intensity drizzle
608,itoman,26.1247,127.6694,300.36,94,75,5.66,JP,broken clouds
609,wageningen,51.9667,5.6667,298.2,75,75,0.45,NL,broken clouds
610,biltine,14.5333,20.9167,301.32,60,58,2.76,TD,broken clouds
611,conde,-7.2597,-34.9075,297.85,88,75,4.12,BR,broken clouds
612,gazni,-7.2597,-34.9075,297.85,88,75,4.12,BR,broken clouds
613,litovko,49.2361,135.1742,296.39,76,100,1.97,RU,overcast clouds
614,karpathos,35.507,27.2132,299.13,94,20,11.83,GR,few clouds
615,atyrau,47.1167,51.8833,301.16,24,0,5.0,KZ,clear sky
616,mosquera,4.7059,-74.2302,286.2,100,75,4.12,CO,light intensity drizzle
617,fort dodge,42.4975,-94.168,303.94,65,1,3.09,US,clear sky
618,chernenko,44.365,39.3103,296.4,63,40,3.2,RU,scattered clouds
619,jaguaruna,-28.615,-49.0256,298.51,51,74,3.79,BR,broken clouds
620,bouca,6.5105,18.2733,295.59,87,100,1.77,CF,moderate rain
621,ndago,-4.6,34.35,292.44,40,11,4.58,TZ,few clouds
622,gaillac,43.9016,1.8969,299.57,56,85,3.04,FR,overcast clouds
623,kindu,-2.95,25.95,299.45,37,5,1.59,CD,clear sky
624,phalaborwa,-23.943,31.1411,286.75,47,47,2.47,ZA,scattered clouds
625,barreirinhas,-2.7469,-42.8264,305.71,42,42,2.16,BR,scattered clouds
626,kotido,2.9806,34.1331,291.66,73,100,5.66,UG,overcast clouds
627,itupiranga,-5.1347,-49.3267,309.33,29,57,1.31,BR,broken clouds
628,porto-vecchio,41.591,9.2795,303.96,51,0,3.6,FR,clear sky
629,davidson,36.1501,-86.7833,308.75,54,75,1.79,US,broken clouds
630,quatre cocos,-20.2078,57.7625,295.21,65,3,6.41,MU,clear sky
631,ketchikan,55.3422,-131.6461,287.41,88,90,0.0,US,light rain
632,sinnamary,5.3833,-52.95,299.75,79,99,1.44,GF,overcast clouds
633,pangkalanbuun,-2.6833,111.6167,295.9,93,0,1.29,ID,clear sky
634,thai binh,20.45,106.3333,301.15,81,82,2.27,VN,broken clouds
635,poli,-3.3333,36.8,288.58,63,20,6.69,TZ,few clouds
636,saint albans,51.75,-0.3333,294.03,91,90,4.12,GB,light rain
637,santa cruz,-17.8,-63.1667,304.18,42,20,13.38,BO,few clouds
638,vila velha,-20.3297,-40.2925,298.13,56,40,4.12,BR,scattered clouds
639,bentiu,9.2333,29.8333,294.62,97,100,2.4,SS,overcast clouds
640,kurilsk,45.2333,147.8833,289.84,83,7,2.58,RU,clear sky
641,novyy urgal,51.0736,132.5642,291.44,95,100,1.16,RU,heavy intensity rain
642,severo-kurilsk,50.6789,156.125,285.2,97,82,1.5,RU,broken clouds
643,mount pleasant,32.7941,-79.8626,305.92,68,20,1.34,US,few clouds
644,riemst,50.8098,5.6044,296.87,74,39,4.63,BE,scattered clouds
645,puerto baquerizo moreno,-0.9,-89.6,297.7,73,20,5.14,EC,few clouds
646,les cayes,18.2,-73.75,302.51,69,92,4.4,HT,overcast clouds
647,umm lajj,25.0213,37.2685,304.73,47,3,3.46,SA,clear sky
648,pata,17.7152,121.5018,298.97,74,100,1.03,PH,overcast clouds
649,wawa,9.9022,4.4192,299.38,73,90,2.87,NG,light rain
650,san buenaventura,27.0833,-101.5333,306.99,26,1,1.53,MX,clear sky
651,leh,34.1667,77.5833,296.62,38,90,3.87,IN,overcast clouds
652,loandjili,-4.7561,11.8578,297.21,83,75,2.57,CG,broken clouds
653,chernyshevskiy,63.0128,112.4714,289.47,61,24,1.1,RU,few clouds
654,rochefort,45.9167,-1.0,295.64,73,85,5.44,FR,overcast clouds
655,peniche,39.3558,-9.3811,296.75,86,27,5.36,PT,scattered clouds
656,karratha,-20.7377,116.8463,294.28,46,24,1.97,AU,light rain
657,gardan diwal,-20.7377,116.8463,294.28,46,24,1.97,AU,light rain
658,rameshki,57.3439,36.0453,289.9,62,96,0.78,RU,overcast clouds
659,paamiut,61.994,-49.6678,280.2,70,79,2.11,GL,broken clouds
660,cap malheureux,-19.9842,57.6142,295.42,60,0,4.47,MU,clear sky
661,mitu,1.1983,-70.1733,295.49,97,100,1.0,CO,overcast clouds
662,rivadavia,-33.1905,-68.4608,287.41,28,0,2.03,AR,clear sky
663,enterprise,36.0252,-115.2419,307.8,41,40,1.79,US,scattered clouds
664,bouar,5.934,15.596,291.74,97,99,0.93,CF,light rain
665,buchanan,5.8808,-10.0467,302.13,73,86,3.95,LR,overcast clouds
666,borogontsy,62.6683,131.1683,286.01,70,1,2.09,RU,clear sky
667,biak,-0.9131,122.8766,296.94,81,73,3.14,ID,broken clouds
668,camana,-16.6228,-72.7111,290.78,76,55,4.04,PE,broken clouds
669,palanga,55.9175,21.0686,299.16,41,0,3.09,LT,light rain
670,makakilo city,21.3469,-158.0858,299.33,77,20,3.09,US,drizzle
671,namatanai,-3.6667,152.4333,299.0,84,58,1.35,PG,broken clouds
672,slave lake,55.2834,-114.769,292.14,59,1,1.54,CA,clear sky
673,horsham,51.064,-0.3272,293.37,93,75,2.57,GB,light intensity drizzle rain
674,southbridge,42.0751,-72.0334,294.98,92,97,0.89,US,overcast clouds
675,itapuranga,-15.5622,-49.9486,303.31,19,0,1.99,BR,clear sky
676,labuhan,-6.8844,112.2051,296.79,81,11,2.16,ID,few clouds
677,bilibino,68.0546,166.4372,279.97,75,12,2.21,RU,few clouds
678,jaramana,68.0546,166.4372,279.97,75,12,2.21,RU,few clouds
679,buenavista,8.9769,125.4089,298.68,88,95,0.61,PH,overcast clouds
680,eureka,40.8021,-124.1637,287.73,90,78,0.89,US,broken clouds
681,sinkat,40.8021,-124.1637,287.73,90,78,0.89,US,broken clouds
682,gibara,21.1097,-76.1317,306.77,60,51,4.58,CU,broken clouds
683,dzerzhinskoye,56.8344,95.2283,290.83,75,3,1.64,RU,clear sky
684,wulanhaote,56.8344,95.2283,290.83,75,3,1.64,RU,clear sky
685,codrington,-38.2667,141.9667,282.97,92,98,6.78,AU,overcast clouds
686,lawrence,38.9717,-95.2353,305.06,78,20,2.57,US,few clouds
687,brae,60.3964,-1.353,289.1,74,64,1.71,GB,broken clouds
688,licheng,23.2955,113.8284,302.11,81,37,0.77,CN,scattered clouds
689,fethiye,36.6217,29.1164,303.08,49,46,3.18,TR,scattered clouds
690,geresk,36.6217,29.1164,303.08,49,46,3.18,TR,scattered clouds
691,agirish,61.9247,63.0231,283.79,71,77,2.59,RU,broken clouds
692,carlsbad,33.1581,-117.3506,301.08,80,90,0.89,US,overcast clouds
693,abu samrah,35.3029,37.1841,304.84,30,0,5.07,SY,clear sky
694,lima,-12.0432,-77.0282,291.29,72,90,2.57,PE,overcast clouds
695,ankazoabo,-22.2833,44.5167,289.25,58,46,4.57,MG,scattered clouds
696,bilma,18.6853,12.9164,310.84,27,64,1.57,NE,broken clouds
697,oktyabrskiy,54.4815,53.471,285.86,53,26,1.87,RU,scattered clouds
698,bargal,54.4815,53.471,285.86,53,26,1.87,RU,scattered clouds
699,clyde river,70.4692,-68.5914,275.28,100,90,5.66,CA,light rain
700,manta,-0.95,-80.7333,298.03,78,40,3.09,EC,scattered clouds
701,mansfield,53.1333,-1.2,295.93,72,100,0.89,GB,overcast clouds
702,chinsali,-10.5414,32.0816,283.63,70,41,2.23,ZM,scattered clouds
703,tuggurt,-10.5414,32.0816,283.63,70,41,2.23,ZM,scattered clouds
704,antalaha,-14.9003,50.2788,293.0,76,97,3.47,MG,overcast clouds
705,qazanbulaq,40.6192,46.6519,301.65,44,11,4.79,AZ,few clouds
706,denpasar,-8.65,115.2167,296.96,88,40,3.09,ID,scattered clouds
707,mahibadhoo,3.7833,72.9667,301.01,77,100,8.93,MV,overcast clouds
708,fort-shevchenko,44.5086,50.263,301.74,53,61,8.05,KZ,broken clouds
709,kloulklubed,7.0419,134.2556,301.69,74,100,6.34,PW,overcast clouds
710,jaisalmer,26.9147,70.9181,308.57,46,91,9.81,IN,overcast clouds
711,barawe,26.9147,70.9181,308.57,46,91,9.81,IN,overcast clouds
712,bhanpura,24.513,75.7469,299.74,90,83,6.99,IN,broken clouds
713,luklukan,14.3254,122.7124,299.3,85,100,4.06,PH,light rain
714,emba,48.8264,58.1442,297.83,36,0,4.69,KZ,clear sky
715,ayan,56.45,138.1667,287.83,96,97,1.35,RU,overcast clouds
716,paharpur,32.1038,70.9724,313.05,31,1,3.04,PK,clear sky
717,sorong,-0.8833,131.25,297.95,85,100,3.59,ID,light rain
